word,pos,meaning,altMeanings,rawMeaning,confidence,source,sources,rawSeparators
dismay,verb,動揺させる,狼狽させる / うろたえさせる,～を動揺させる / 動揺 / ～を狼狽させる 狼狽 / うろたえさせる,0.4003,,"teppeki,leap,eiken1",3
endorse,verb,支持する,推奨する / 裏書きする,（計画，候補者など）を支持する / を推奨する / に裏書きする,0.4003,,"leap,passtan1,eiken1",3
magnetic,adjective,磁気の,磁石の / 磁力の,磁気の / 磁石の / 人を引きつける / 磁力の,0.4003,,"target1900,eiken1",3
nap,noun,うたた寝,昼寝 / 仮眠,うたた寝 / 昼寝，仮眠 昼寝をする，仮眠をとる,0.4003,,"systan,leap",3
orient,verb,慣らす,向いている / 向ける,（人）を（環境などに）慣らす（to） / 〔受身形で〕（関心などが）（～に）向いている（to / toward） / （関心など）を向ける,0.4003,,"target1900,eiken1",3
seal,verb,密閉する,封をする / 密封する,を密閉する / に封をする / ～を密封する （personal ―）印鑑，ハンコ,0.4003,,"target1900,leap",3
up to,noun,次第で,従事して / 企んで,(最大で)～まで / ～次第で / ～(良くないこと)に従事して、～を企んで,0.4003,,teppeki,3
aboriginal,noun,アボリジニの,原生の / 先住の,〔通例A～〕アボリジニの / 原生の，先住の,0.4003,,target1900,2
acceptance,noun,受諾,受け取り / 受け入れ,受諾、受け取り / 受け入れ,0.4003,,"passtan1,eiken1",2
accident,noun,事故,事件 / 偶然,(偶然の)事故、事件 / 偶然,0.4003,,teppeki,2
admirable,adjective,賞賛に値する,素晴らしい / 見事な,賞賛に値する、素晴らしい / 見事な,0.4003,,"passtan1,eiken1",2
advanced,noun,進歩した,前進した / 上級の,進歩した、前進した、上級の,0.4003,,passtan1,2
ambitious,adjective,野心的な,大志を抱いた / 野心のある,(計画などが)野心的な、(人が)大志を抱いた / 野心のある,0.4003,,"passtan1,eiken1",2
application,noun,申請書,申し込み / 適用,申請書、申し込み、適用,0.4003,,passtan1,2
arrangement,noun,準備,配置 / 取り決め,準備、配置、取り決め,0.4003,,passtan1,2
assignment,noun,任務,宿題 / 割り当て,任務、宿題、割り当て,0.4003,,passtan1,2
assumption,noun,仮定,想定 / 思い込み,(確証のない)仮定、想定、思い込み,0.4003,,passtan1,2
average,noun,平均の,普通の / 平均,平均の、普通の / 平均,0.4003,,teppeki,2
back off,phrase,手を引く,撤回する / 後退する,手を引く、撤回する、後退する,0.4003,,passtan1,2
back up ～,phrase,裏付ける,支援する / のコピーを取る,～を裏付ける、～を支援する、(ファイルなど)のコピーを取る,0.4003,,passtan1,2
behalf,noun,利益,味方 / 代表して,利益，味方 / 代表して,0.4003,,"target1900,systan",2
bilateral,adjective,二国間の,双方の / 双務的な,二国間の，双方の / 双務的な,0.4003,,"leap,eiken1",2
bite,verb,かむ,かみつく / 刺す,（を）かむ，（に）かみつく / （を）刺す,0.4003,,target1900,2
blade,noun,刃,羽根 / 葉,刃 / （プロペラなどの）羽根 / （草などの）葉,0.4003,,target1900,2
blank,noun,空白の,無表情な / らんとした,空白の / 無表情な / がらんとした,0.4003,,target1900,2
blast,noun,爆発,爆破 / 突風,爆発、爆破、突風,0.4003,,passtan1,2
blend,verb,混ぜる,調和させる / 溶け込む,を混ぜる / を調和させる / （～に）溶け込む（into）,0.4003,,target1900,2
blow,noun,強打,打撃 / 災難,強打、打撃、災難,0.4003,,passtan1,2
bob,verb,上下に動く,急に動く / 上下に動かす,上下に動く / 急に動く / を上下に動かす,0.4003,,target1900,2
break down,phrase,決裂する,失敗する / 故障する,決裂する、失敗する、故障する,0.4003,,passtan1,2
break out,phrase,突然起こる,勃発する / 発生する,（戦争・災害などが）突然起こる / 勃発する、(伝染病などが)発生する,0.4003,,"sokujuku,passtan1",2
bring A home to B,phrase,に分からせる,実感させる / を痛感させる,AをBに分からせる、実感させる / BにAを痛感させる,0.4003,,"teppeki,sokujuku",2
brute,adjective,獣,動物 / 野蛮な,獣、動物 / 野蛮な,0.4003,,"teppeki,eiken1",2
bunch,noun,ひとたばの,束 / 房,ひとたばの / (花や鍵などの)束，(ブドウなどの)房,0.4003,,"systan,leap",2
channel,noun,チャンネル,伝達経路 / 海峡,チャンネル / 伝達経路 / 海峡,0.4003,,target1900,2
chin,noun,あご,下あご / あごの先端,あご(の先端) / 下あご，あごの先端,0.4003,,"teppeki,leap",2
circuit,noun,周回すること,回路 / 巡回,周回すること、回路、巡回,0.4003,,passtan1,2
classic,noun,第一級の,典型的な / 定番の,第一級の / 典型的な / 定番の,0.4003,,target1900,2
clinic,noun,診療所,クリニック / 科,診療所、クリニック / （病院内の）～科,0.4003,,target1900,2
clip,verb,切り抜く,切り取る / クリップで留める,を切り抜く / を（はさみで）切り取る / をクリップで留める,0.4003,,target1900,2
coalition,noun,連立,合同 / 連合,連立、合同 / 連合,0.4003,,"passtan1,eiken1",2
collaboration,noun,合作,共同 / 協力,合作、共同、協力,0.4003,,passtan1,2
commission,noun,代理手数料,歩合 / 委員会,代理手数料、歩合、委員会,0.4003,,passtan1,2
comparable,adjective,匹敵する,同様の / 似通った,匹敵する、同様の / 似通った,0.4003,,"passtan1,eiken1",2
concentration,noun,濃度,集中 / 専念,濃度、集中、専念,0.4003,,passtan1,2
confer,verb,授与する,相談する / 協議する,(賞・学位・栄誉・権利など)を授与する、相談する / 協議する,0.4003,,"passtan1,eiken1",2
consequently,adverb,その結果,従って / その結果として,その結果(として)、従って / その結果として,0.4003,,"passtan1,eiken1",2
contest,noun,コンテスト,競技 / 争い,コンテスト，競技（会） / 争い,0.4003,,target1900,2
converse,verb,会話をする,会話する / 談話する,（～と）会話をする（with） / 正反対 正反対の (with ～)(～と)会話する / 談話する,0.4003,,"target1900,leap,eiken1",2
counterfeit,noun,偽造の,偽の / 偽造通貨,偽造の、偽の / 偽造通貨,0.4003,,"passtan1,eiken1",2
cove,noun,入江,小湾 / 入り江,入江、小湾 / 入り江,0.4003,,"passtan1,eiken1",2
crack up,phrase,神経が参る,気が変になる / 大笑いする,神経が参る、気が変になる、大笑いする,0.4003,,passtan1,2
deal in ～,phrase,扱う,商う / 従事する,～（商品）を扱う / (商品)を商う、(仕事など)に従事する,0.4003,,"sokujuku,passtan1",2
decisive,adjective,決定的な,断固たる / 断固とした,決定的な、断固たる / 断固とした,0.4003,,"passtan1,eiken1",2
destruction,noun,破壊,破滅 / 滅亡,破壊、破滅 / 滅亡,0.4003,,"passtan1,eiken1",2
dirt,noun,汚れ,泥 / ほこり,汚れ、泥、ほこり,0.4003,,passtan1,2
disadvantage,noun,不利,障害 / 損失,不利（な点） / 障害 / （信用などの）損失,0.4003,,target1900,2
dispose of ～,phrase,処理する,処分する / 捨てる,～を処理する / ～を処分する、を捨てる,0.4003,,"sokujuku,passtan1",2
divergence,noun,逸脱,相違 / 数学 発散,逸脱，相違，《数学》発散,0.4003,,leap,2
dock,noun,埠頭,波止場 / ドック,埠頭、波止場、(艦船の)ドック,0.4003,,passtan1,2
dogma,noun,教義,定説 / 独断,教義、定説 / 独断,0.4003,,teppeki,2
dormant,adjective,休止状態の,眠っている / 活動していない,（火山などが）休止状態の，眠っている / （火山などが）活動していない,0.4003,,"leap,eiken1",2
dynamic,noun,活動的な,精力的な / 動的な,活動的な、精力的な / 動的な（⇔static 静的な）,0.4003,,target1900,2
embed,verb,埋め込まれる,はめ込まれる / 埋め込む,〔通例受身形で〕埋め込まれる，はめ込まれる / (in...)(...に)～を埋め込む,0.4003,,"target1900,leap",2
emission,noun,排出,排気 / 放出,排出 / 排気、放出(物),0.4003,,"systan,passtan1",2
enlist,verb,入隊する,参加する / 得る,入隊する、参加する、(支持・協力)を得る,0.4003,,passtan1,2
epoch,noun,新時代,時代の幕開け / 時代,"新時代, 時代の幕開け / (重要な事件の起こった)時代",0.4003,,"teppeki,eiken1",2
establishment,noun,設立,制定 / 組織,設立、制定、組織,0.4003,,passtan1,2
exclusive,adjective,高級な,排他的な / 独占的な,高級な、排他的な / 独占的な,0.4003,,"passtan1,eiken1",2
exquisite,adjective,精緻な,素晴らしい / この上なく見事な,精緻な、素晴らしい / この上なく見事な,0.4003,,"teppeki,eiken1",2
fall away,phrase,減少する,弱まる / 衰える,減少する、弱まる、衰える,0.4003,,passtan1,2
favorable,adjective,好意的な,好ましい / 好意ある,好意的な、好ましい / 好意ある,0.4003,,"passtan1,eiken1",2
fiber,noun,繊維,本質 / 精神力,繊維（質） / 本質 / 精神力,0.4003,,target1900,2
filthy,adjective,汚い,不潔な / 不吉な,汚い、不潔な / 不吉な,0.4003,,"passtan1,eiken1",2
forehead,noun,ひたい,額 / おでこ,ひたい / 額，おでこ,0.4003,,"teppeki,leap",2
format,noun,書式,形式 / 型,書式，形式 / （本などの）型,0.4003,,target1900,2
forth,noun,前へ,先へ / それ以降,前へ，先へ / それ以降,0.4003,,target1900,2
fountain,noun,噴水,源泉 / 湧き水,噴水、源泉、湧き水,0.4003,,passtan1,2
free,adjective,自由な,無料の / 暇な,自由な / 無料の / 暇な,0.4003,,teppeki,2
garbage,noun,ゴミ,ごみ / ごみ 不可算,ゴミ / ごみ / ごみ〈不可算〉,0.4003,,"teppeki,systan,leap",2
give birth to,phrase,産む,生じる / 引き起こす,～を産む / 生じる、引き起こす,0.4003,,teppeki,2
give rise to ～,phrase,引き起こす,の原因となる / 生じさせる,～を引き起こす / ～の原因となる、(悪い事態)を生じさせる,0.4003,,"sokujuku,passtan1",2
go with,phrase,合う,同意する / 受け入れる,～と(組み合わせが)合う / ～に同意する、を受け入れる,0.4003,,teppeki,2
grumble,verb,不満を言う,不平を述べる / 文句を言う,不満を言う / 不平を述べる / 文句を言う,0.4003,,"teppeki,passtan1,eiken1",2
guideline,noun,指針,ガイドライン / 指導基準,指針，ガイドライン / 指導基準,0.4003,,target1900,2
handout,noun,配布物,プリント / 資料,(講演・授業などの)配布物、プリント / (会議などで配る)資料,0.4003,,"passtan1,eiken1",2
hasty,adjective,急ぎの,早まった / あわただしい,急ぎの、早まった / あわただしい,0.4003,,"passtan1,eiken1",2
hate,verb,ひどく嫌う,残念に思う / 嫌う,をひどく嫌う / を残念に思う / ～を嫌う,0.4003,,"target1900,leap",2
homogeneous,adjective,均質の,同種の / 同質の,均質の，同種の / 同質の,0.4003,,"leap,eiken1",2
identical,adjective,同一の,うり二つの / 一卵性の,同一の，うり二つの / 一卵性の,0.4003,,"leap,eiken1",2
immeasurable,adjective,計り知れない,果てしない / 広大な,計り知れない、果てしない、広大な,0.4003,,passtan1,2
immigration,noun,移民,移住 / 入国管理,（他国からの）移民，移住 / 入国管理,0.4003,,target1900,2
impart,verb,与える,伝える / 分け与える,～を(…に)与える、伝える(to …) / を分け与える,0.4003,,"teppeki,eiken1",2
imperative,adjective,必須の,急務の / 絶対に必要な,必須の、急務の / 絶対に必要な,0.4003,,"teppeki,eiken1",2
implicit,adjective,暗黙の,内在する / 暗に示された,暗黙の（⇔ explicit ⇒ 1598） / 内在する / 暗に示された,0.4003,,"target1900,eiken1",2
in short,noun,手短に言うと,つまりは / 要するに,手短に言うと、つまりは / 要するに,0.4003,,"teppeki,sokujuku",2
indefinite,noun,限定されない,不定の / はっきりしない,限定されない、不定の、はっきりしない,0.4003,,passtan1,2
infamous,adjective,悪名高い,評判が悪い / 悪名の高い,悪名高い、評判が悪い / 悪名の高い,0.4003,,"teppeki,eiken1",2
informal,noun,形式ばらない,略式の / くだけた,形式ばらない，略式の（⇔ formal 正式の） / （言葉が）くだけた,0.4003,,target1900,2
